CPU counts:  24
gradient ascent n=300, tries=300, d=5, alpha=[0.26675964 0.23859708 0.20663113 0.16871361 0.11929854]
EYD tableau: [42, 38, 35, 31, 26, 26, 21, 17, 13, 13, 11, 7, 7, 5, 4, 2, 2] with error 0.1924
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [45, 41, 38, 34, 27, 26, 20, 16, 15, 13, 9, 6, 4, 3, 2, 1, 0] with error 0.234
MLE tableau: [22.93438543 22.92332478 22.92270235 22.92145214 22.91109189 22.9003094
 22.89526952 22.87623577 22.86219254 22.86001513 22.85530117 22.78673076
  5.14763476  5.13109627  5.09336538  5.00507534  4.97381738] with error 0.1062
EYD tableau: [45, 41, 34, 30, 28, 24, 20, 17, 16, 13, 10, 8, 6, 4, 3, 1, 0] with error 0.204
MLE tableau: [19.40507534 19.38673076 19.34763476 19.33438543 19.32332478 19.32270235
 19.32145214 19.31109189 19.3003094  19.29526952 19.29336538 19.27623577
 19.26219254 19.26001513 19.25530117 10.13109627  0.17381738] with error 0.1069
EYD tableau: [46, 37, 36, 32, 28, 26, 20, 18, 13, 11, 9, 7, 5, 5, 4, 3, 0] with error 0.214
MLE tableau: [22.06219254 22.06001513 22.05530117 21.98673076 21.92332478 21.92145214
 21.91109189 21.9003094  21.89526952 21.87623577 11.54763476 11.53438543
 11.53109627 11.52270235 11.49336538 11.40507534 11.37381738] with error 0.0694
EYD tableau: [45, 43, 32, 30, 29, 24, 21, 19, 16, 12, 9, 8, 5, 3, 2, 1, 1] with error 0.2091
MLE tableau: [21.32270235 21.32145214 21.31109189 21.3003094  21.29526952 21.27623577
 21.26219254 21.26001513 21.25530117 21.20507534 21.18673076 21.13438543
 21.12332478  5.97381738  5.94763476  5.93109627  5.89336538] with error 0.0906
EYD tableau: [51, 39, 37, 29, 26, 23, 21, 18, 12, 10, 9, 7, 7, 5, 3, 2, 1] with error 0.2157
MLE tableau: [38.65530117 21.46001513 21.38673076 21.31109189 21.3003094  21.29526952
 21.27623577 13.40507534 13.37381738 13.34763476 13.33438543 13.33109627
 13.32332478 13.32270235 13.32145214 13.29336538 13.26219254] with error 0.0975
EYD tableau: [46, 39, 36, 34, 26, 22, 19, 18, 15, 14, 11, 7, 5, 4, 2, 2, 0] with error 0.2073
MLE tableau: [20.49526952 20.47623577 20.46219254 20.46001513 20.45530117 20.40507534
 20.38673076 20.33438543 20.32332478 20.32270235 20.32145214 20.31109189
 20.3003094  11.69336538 11.54763476 11.53109627  0.17381738] with error 0.0827
EYD tableau: [55, 42, 32, 28, 25, 22, 17, 15, 15, 12, 10, 8, 6, 4, 4, 3, 2] with error 0.2106
MLE tableau: [45.85530117 30.69526952 14.97381738 14.94763476 14.93438543 14.93109627
 14.92332478 14.92270235 14.92145214 14.91109189 14.9003094  14.89336538
 14.87623577 14.86219254 14.86001513 14.80507534 14.78673076] with error 0.1628
EYD tableau: [46, 41, 35, 30, 27, 23, 20, 17, 16, 13, 9, 9, 6, 3, 3, 1, 1] with error 0.204
MLE tableau: [20.09526952 20.07623577 20.06219254 20.06001513 20.05530117 20.00507534
 19.98673076 19.94763476 19.93438543 19.92332478 19.92270235 19.92145214
 19.91109189 19.9003094   6.77381738  6.73109627  6.69336538] with error 0.0895
EYD tableau: [47, 38, 35, 32, 24, 21, 20, 16, 15, 14, 10, 9, 7, 4, 4, 3, 1] with error 0.1886
MLE tableau: [27.46001513 17.12270235 17.12145214 17.11109189 17.1003094  17.09526952
 17.09336538 17.07623577 17.06219254 17.05530117 17.00507534 16.98673076
 16.97381738 16.94763476 16.93438543 16.93109627 16.92332478] with error 0.125
EYD tableau: [52, 41, 34, 28, 26, 22, 18, 14, 14, 12, 11, 10, 6, 5, 3, 2, 2] with error 0.2073
MLE tableau: [42.05530117 16.20507534 16.18673076 16.17381738 16.14763476 16.13438543
 16.13109627 16.12332478 16.12270235 16.12145214 16.11109189 16.1003094
 16.09526952 16.09336538 16.07623577 16.06219254 16.06001513] with error 0.154
EYD tableau: [51, 38, 34, 29, 27, 25, 23, 18, 16, 12, 8, 7, 6, 3, 2, 1, 0] with error 0.2191
MLE tableau: [37.05530117 19.26219254 19.26001513 19.20507534 19.18673076 19.14763476
 19.13438543 19.12332478 19.12270235 19.12145214 19.11109189 19.1003094
 19.09526952 19.07623577  6.93109627  6.89336538  0.17381738] with error 0.1088
EYD tableau: [50, 45, 36, 29, 24, 22, 22, 18, 17, 13, 9, 6, 4, 2, 2, 1, 0] with error 0.2224
MLE tableau: [32.49526952 32.45530117 20.1003094  20.07623577 20.06219254 20.06001513
 20.00507534 19.98673076 19.93438543 19.92332478 19.92270235 19.92145214
 19.91109189  3.89336538  3.77381738  3.74763476  3.73109627] with error 0.1121
EYD tableau: [41, 38, 35, 29, 26, 24, 22, 19, 18, 12, 11, 9, 6, 4, 3, 3, 0] with error 0.1791
MLE tableau: [18.86001513 18.85530117 18.80507534 18.78673076 18.74763476 18.73438543
 18.73109627 18.72332478 18.72270235 18.72145214 18.71109189 18.7003094
 18.69526952 18.69336538 18.67623577 18.66219254  0.17381738] with error 0.1219
EYD tableau: [45, 41, 35, 34, 28, 25, 24, 16, 11, 9, 9, 8, 5, 4, 3, 2, 1] with error 0.2357
MLE tableau: [24.67623577 24.66001513 24.65530117 24.58673076 24.52332478 24.52145214
 24.51109189 24.5003094  24.49526952  9.93438543  9.93109627  9.92270235
  9.89336538  9.86219254  9.80507534  9.77381738  9.74763476] with error 0.0908
EYD tableau: [45, 37, 35, 32, 29, 24, 22, 18, 15, 13, 8, 7, 5, 5, 3, 1, 1] with error 0.2091
MLE tableau: [20.67623577 20.66219254 20.66001513 20.65530117 20.60507534 20.58673076
 20.53438543 20.52332478 20.52270235 20.52145214 20.51109189 20.5003094
 20.49526952  8.17381738  8.14763476  8.13109627  8.09336538] with error 0.0809
EYD tableau: [49, 44, 36, 34, 27, 22, 19, 15, 13, 12, 9, 8, 5, 3, 3, 1, 0] with error 0.2373
MLE tableau: [30.06001513 30.05530117 29.91109189 29.9003094  29.89526952 13.72332478
 13.72270235 13.72145214 13.69336538 13.67623577 13.66219254 13.60507534
 13.58673076 13.54763476 13.53438543 13.53109627  0.17381738] with error 0.1308
EYD tableau: [45, 41, 36, 29, 26, 24, 20, 19, 16, 12, 9, 6, 6, 5, 3, 2, 1] with error 0.2006
MLE tableau: [20.67623577 20.66219254 20.66001513 20.65530117 20.58673076 20.53438543
 20.52332478 20.52270235 20.52145214 20.51109189 20.5003094  20.49526952
 10.73109627 10.69336538 10.60507534 10.57381738 10.54763476] with error 0.0728
EYD tableau: [46, 40, 35, 29, 27, 23, 21, 17, 12, 10, 8, 8, 7, 7, 5, 3, 2] with error 0.1991
MLE tableau: [24.11109189 24.1003094  16.89336538 16.87623577 16.86219254 16.86001513
 16.85530117 16.80507534 16.78673076 16.77381738 16.74763476 16.73438543
 16.73109627 16.72332478 16.72270235 16.72145214 16.69526952] with error 0.1129
EYD tableau: [50, 42, 36, 31, 25, 22, 18, 17, 15, 12, 9, 8, 7, 4, 2, 1, 1] with error 0.2173
MLE tableau: [30.25530117 30.11109189 30.1003094  30.09526952 13.92145214 13.89336538
 13.87623577 13.86219254 13.86001513 13.80507534 13.78673076 13.77381738
 13.74763476 13.73438543 13.73109627 13.72332478 13.72270235] with error 0.1346
EYD tableau: [45, 41, 34, 32, 27, 22, 21, 18, 14, 12, 9, 8, 6, 5, 3, 2, 1] with error 0.2024
MLE tableau: [21.26219254 21.26001513 21.25530117 21.18673076 21.12332478 21.12145214
 21.11109189 21.1003094  21.09526952 21.07623577 12.73109627 12.72270235
 12.69336538 12.60507534 12.57381738 12.54763476 12.53438543] with error 0.069
EYD tableau: [52, 37, 33, 29, 26, 23, 20, 17, 15, 11, 11, 8, 7, 6, 4, 1, 0] with error 0.1973
MLE tableau: [41.25530117 17.32270235 17.32145214 17.31109189 17.3003094  17.29526952
 17.29336538 17.27623577 17.26219254 17.26001513 17.20507534 17.18673076
 17.14763476 17.13438543 17.13109627 17.12332478  0.17381738] with error 0.139
EYD tableau: [45, 45, 38, 36, 25, 20, 18, 16, 13, 12, 9, 7, 7, 4, 3, 2, 0] with error 0.2319
MLE tableau: [30.3003094  30.29526952 30.26001513 30.25530117 30.11109189 12.52145214
 12.49336538 12.47623577 12.46219254 12.40507534 12.38673076 12.37381738
 12.34763476 12.33438543 12.33109627 12.32332478 12.32270235] with error 0.1439
EYD tableau: [46, 41, 36, 32, 28, 21, 21, 17, 15, 10, 9, 8, 7, 4, 2, 2, 1] with error 0.2137
MLE tableau: [23.26001513 23.25530117 23.18673076 23.12332478 23.12145214 23.11109189
 23.1003094  23.09526952 23.07623577 11.53438543 11.53109627 11.52270235
 11.49336538 11.46219254 11.40507534 11.37381738 11.34763476] with error 0.073
EYD tableau: [45, 44, 39, 34, 26, 24, 17, 17, 14, 13, 10, 6, 5, 4, 1, 1, 0] with error 0.2373
MLE tableau: [25.69526952 25.67623577 25.66001513 25.65530117 25.58673076 25.51109189
 25.5003094  15.94763476 15.93438543 15.92332478 15.92270235 15.92145214
 15.86219254 15.80507534  3.17381738  3.13109627  3.09336538] with error 0.081
EYD tableau: [49, 37, 34, 30, 26, 21, 21, 19, 16, 14, 12, 9, 6, 4, 2, 0, 0] with error 0.1903
MLE tableau: [20.09336538 20.07623577 20.06219254 20.06001513 20.05530117 20.00507534
 19.98673076 19.94763476 19.93438543 19.92332478 19.92270235 19.92145214
 19.91109189 19.9003094  19.89526952  0.17381738  0.13109627] with error 0.1185
EYD tableau: [49, 40, 35, 31, 28, 23, 17, 17, 15, 12, 10, 8, 5, 4, 3, 2, 1] with error 0.2173
MLE tableau: [25.7003094  25.69526952 25.66001513 25.65530117 25.58673076 25.51109189
 13.34763476 13.33438543 13.33109627 13.32332478 13.32270235 13.32145214
 13.29336538 13.27623577 13.26219254 13.20507534 13.17381738] with error 0.0932
EYD tableau: [48, 40, 34, 29, 25, 23, 22, 20, 16, 14, 9, 6, 5, 5, 3, 1, 0] with error 0.2006
MLE tableau: [20.09526952 20.07623577 20.06219254 20.06001513 20.05530117 20.00507534
 19.98673076 19.94763476 19.93438543 19.92332478 19.92270235 19.92145214
 19.91109189 19.9003094  10.09336538  9.93109627  0.17381738] with error 0.0918
EYD tableau: [57, 44, 36, 29, 24, 23, 21, 18, 14, 11, 7, 7, 4, 2, 2, 1, 0] with error 0.2424
MLE tableau: [47.45530117 31.69526952 19.52332478 19.52270235 19.52145214 19.51109189
 19.5003094  19.47623577 19.46219254 19.46001513 19.38673076 19.33438543
  5.33109627  5.29336538  5.20507534  5.17381738  5.14763476] with error 0.1307
EYD tableau: [55, 41, 33, 29, 25, 22, 21, 18, 14, 11, 11, 10, 5, 2, 2, 1, 0] with error 0.2157
MLE tableau: [46.05530117 17.86219254 17.86001513 17.80507534 17.78673076 17.74763476
 17.73438543 17.72332478 17.72270235 17.72145214 17.71109189 17.7003094
 17.69526952 17.69336538 17.67623577  5.33109627  0.17381738] with error 0.1368
EYD tableau: [46, 36, 34, 29, 27, 24, 22, 18, 15, 14, 10, 9, 7, 5, 3, 1, 0] with error 0.1891
MLE tableau: [18.86001513 18.85530117 18.80507534 18.78673076 18.74763476 18.73438543
 18.73109627 18.72332478 18.72270235 18.72145214 18.71109189 18.7003094
 18.69526952 18.69336538 18.67623577 18.66219254  0.17381738] with error 0.1219
EYD tableau: [47, 40, 36, 30, 25, 23, 22, 17, 14, 11, 9, 7, 7, 5, 3, 3, 1] with error 0.2057
MLE tableau: [23.71109189 23.7003094  23.69526952 23.66001513 23.65530117 23.58673076
 14.47623577 14.46219254 14.40507534 14.37381738 14.34763476 14.33438543
 14.33109627 14.32332478 14.32270235 14.32145214 14.29336538] with error 0.08
EYD tableau: [47, 39, 35, 32, 28, 25, 23, 17, 12, 11, 10, 7, 5, 4, 3, 1, 1] with error 0.2257
MLE tableau: [22.52145214 22.51109189 22.5003094  22.49526952 22.47623577 22.46219254
 22.46001513 22.45530117 22.38673076 22.33438543 22.32332478  8.93109627
  8.92270235  8.89336538  8.80507534  8.77381738  8.74763476] with error 0.0785
EYD tableau: [49, 40, 37, 30, 27, 20, 20, 17, 15, 12, 9, 9, 6, 5, 2, 2, 0] with error 0.2119
MLE tableau: [28.31109189 28.29526952 28.25530117 16.66001513 16.60507534 16.58673076
 16.54763476 16.53438543 16.53109627 16.52332478 16.52270235 16.52145214
 16.5003094  16.49336538 16.47623577 16.46219254  0.17381738] with error 0.1091
EYD tableau: [44, 39, 35, 30, 26, 23, 20, 18, 16, 12, 10, 9, 7, 4, 3, 2, 2] with error 0.1873
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [49, 37, 33, 30, 24, 22, 22, 17, 15, 14, 11, 10, 6, 4, 3, 2, 1] with error 0.1857
MLE tableau: [35.09526952 16.66219254 16.66001513 16.65530117 16.60507534 16.58673076
 16.57381738 16.54763476 16.53438543 16.53109627 16.52332478 16.52270235
 16.52145214 16.51109189 16.5003094  16.49336538 16.47623577] with error 0.1399
EYD tableau: [46, 36, 34, 31, 24, 21, 20, 19, 15, 13, 11, 8, 7, 6, 4, 4, 1] with error 0.1719
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [50, 40, 34, 29, 25, 23, 20, 17, 16, 15, 9, 7, 5, 3, 3, 3, 1] with error 0.2006
MLE tableau: [37.45530117 17.66219254 17.66001513 17.60507534 17.58673076 17.54763476
 17.53438543 17.52332478 17.52270235 17.52145214 17.51109189 17.5003094
 17.49526952 17.47623577 11.53109627 11.49336538 11.37381738] with error 0.1108
EYD tableau: [56, 39, 36, 29, 25, 25, 20, 18, 13, 13, 9, 7, 4, 2, 2, 1, 1] with error 0.2306
MLE tableau: [47.25530117 19.33438543 19.32332478 19.32270235 19.32145214 19.31109189
 19.3003094  19.29526952 19.27623577 19.26219254 19.26001513 19.20507534
 19.18673076  5.37381738  5.34763476  5.33109627  5.29336538] with error 0.1225
EYD tableau: [45, 41, 35, 30, 28, 21, 19, 17, 15, 13, 10, 8, 6, 4, 4, 2, 2] with error 0.1986
MLE tableau: [21.29526952 21.27623577 21.26001513 21.25530117 21.18673076 21.11109189
 21.1003094  15.26219254 15.20507534 15.17381738 15.14763476 15.13438543
 15.13109627 15.12332478 15.12270235 15.12145214 15.09336538] with error 0.0816
EYD tableau: [53, 47, 38, 28, 26, 23, 16, 15, 12, 10, 10, 7, 6, 5, 2, 2, 0] with error 0.2473
MLE tableau: [39.05530117 38.91109189 38.89526952 13.14763476 13.13438543 13.13109627
 13.12332478 13.12270235 13.12145214 13.1003094  13.09336538 13.07623577
 13.06219254 13.06001513 13.00507534 12.98673076 12.97381738] with error 0.1896
EYD tableau: [43, 38, 36, 32, 26, 24, 19, 16, 15, 13, 12, 10, 6, 4, 3, 2, 1] with error 0.194
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [54, 43, 36, 33, 26, 21, 17, 15, 13, 12, 9, 7, 5, 4, 3, 1, 1] with error 0.2419
MLE tableau: [34.29526952 34.25530117 34.11109189 34.1003094  12.66219254 12.66001513
 12.60507534 12.58673076 12.57381738 12.54763476 12.53438543 12.53109627
 12.52332478 12.52270235 12.52145214 12.49336538 12.47623577] with error 0.1722
summary: d=17 has EYD error 0.21071965417850655 and MLE error 0.11590273479500837 with runtime 10525.624816656113
gradient ascent n=300, tries=300, d=18, alpha=[0.0802999  0.07803748 0.07570747 0.07330345 0.07081786 0.06824179
 0.06556459 0.06277332 0.05985201 0.0567806  0.05353327 0.05007579
 0.04636117 0.04232176 0.03785374 0.0327823  0.02676663 0.01892687]
EYD tableau: [45, 40, 36, 31, 28, 20, 19, 17, 13, 12, 10, 10, 7, 6, 5, 1, 0, 0] with error 0.2218
MLE tableau: [21.71224182 21.68997031 21.67253812 21.64535684 21.611243   21.59103358
 15.55560373 15.50835084 15.49652916 15.46937839 15.45998021 15.4346892
 15.43418137 15.43199607 15.4299901  15.42273589 15.35612091  0.07806046] with error 0.0772
EYD tableau: [46, 40, 36, 29, 25, 24, 19, 17, 14, 12, 10, 10, 7, 5, 3, 2, 1, 0] with error 0.2203
MLE tableau: [23.011243   22.91224182 22.88997031 22.84535684 16.09652916 16.07253812
 16.06937839 16.05998021 16.0346892  16.03418137 16.03199607 16.0299901
 16.02273589 15.99103358 15.95612091 15.95560373 15.90835084  0.07806046] with error 0.0868
EYD tableau: [45, 41, 32, 31, 24, 22, 21, 17, 15, 13, 13, 8, 6, 6, 3, 1, 1, 1] with error 0.208
MLE tableau: [18.09652916 18.08997031 18.07253812 18.06937839 18.05998021 18.04535684
 18.0346892  18.03418137 18.03199607 18.02273589 18.011243   17.99103358
 17.95612091 17.95560373 17.91224182 17.90835084  5.87806046  5.8299901 ] with error 0.1002
EYD tableau: [46, 39, 37, 31, 26, 26, 18, 17, 14, 14, 9, 7, 7, 4, 2, 2, 1, 0] with error 0.2369
MLE tableau: [20.75560373 20.71224182 20.70835084 20.68997031 20.67253812 20.66937839
 20.65998021 20.64535684 20.63418137 20.63199607 20.62273589 20.611243
 20.59103358  6.35612091  6.29652916  6.27806046  6.2346892   6.2299901 ] with error 0.0889
EYD tableau: [45, 37, 33, 29, 25, 24, 21, 17, 15, 13, 11, 11, 9, 4, 4, 2, 0, 0] with error 0.2014
MLE tableau: [17.71224182 17.70835084 17.69652916 17.68997031 17.67253812 17.66937839
 17.65998021 17.64535684 17.6346892  17.63418137 17.63199607 17.6299901
 17.62273589 17.611243   17.59103358 17.55612091 17.55560373  0.07806046] with error 0.123
EYD tableau: [44, 38, 36, 31, 24, 23, 22, 19, 14, 13, 11, 8, 7, 4, 3, 2, 1, 0] with error 0.2153
MLE tableau: [18.24535684 18.23418137 18.23199607 18.2299901  18.22273589 18.211243
 18.19103358 18.15612091 18.15560373 18.11224182 18.10835084 18.09652916
 18.08997031 18.07253812 18.06937839 18.05998021  9.4346892   0.07806046] with error 0.1077
EYD tableau: [45, 40, 35, 31, 27, 21, 19, 17, 16, 13, 9, 7, 7, 6, 4, 3, 0, 0] with error 0.2169
MLE tableau: [20.04535684 20.03199607 20.011243   19.99103358 19.91224182 19.88997031
 19.87253812 19.86937839 15.65998021 15.6346892  15.63418137 15.6299901
 15.62273589 15.55612091 15.55560373 15.50835084 15.49652916  0.07806046] with error 0.0792
EYD tableau: [49, 37, 31, 29, 27, 22, 20, 18, 14, 10, 9, 8, 8, 6, 5, 4, 3, 0] with error 0.2047
MLE tableau: [36.68997031 15.611243   15.59103358 15.55612091 15.55560373 15.51224182
 15.50835084 15.49652916 15.47806046 15.47253812 15.46937839 15.45998021
 15.44535684 15.4346892  15.43418137 15.43199607 15.4299901  15.42273589] with error 0.1471
EYD tableau: [50, 41, 34, 30, 28, 21, 19, 18, 16, 15, 9, 7, 5, 3, 3, 1, 0, 0] with error 0.2336
MLE tableau: [3.52899703e+01 1.90725381e+01 1.90693784e+01 1.90599802e+01
 1.90453568e+01 1.90341814e+01 1.90319961e+01 1.90227359e+01
 1.90112430e+01 1.89910336e+01 1.89556037e+01 1.89122418e+01
 1.89083508e+01 1.88965292e+01 8.83468920e+00 8.75612091e+00
 7.80604551e-02 2.99901035e-02] with error 0.108
EYD tableau: [44, 41, 36, 31, 25, 24, 22, 17, 15, 12, 10, 7, 6, 5, 2, 2, 1, 0] with error 0.2314
MLE tableau: [20.63199607 20.62273589 20.611243   20.59103358 20.55560373 20.51224182
 20.50835084 20.48997031 20.47253812 20.46937839 20.45998021 20.44535684
 20.43418137  6.69652916  6.67806046  6.6346892   6.6299901   6.55612091] with error 0.0857
EYD tableau: [48, 40, 33, 31, 28, 24, 22, 18, 15, 13, 9, 7, 5, 4, 2, 1, 0, 0] with error 0.2414
MLE tableau: [21.25998021 21.24535684 21.23418137 21.23199607 21.22273589 21.211243
 21.19103358 21.15560373 21.11224182 21.10835084 21.08997031 21.07253812
 21.06937839  8.29652916  8.2346892   8.15612091  0.07806046  0.0299901 ] with error 0.1002
EYD tableau: [47, 42, 37, 33, 25, 21, 18, 17, 13, 13, 9, 7, 7, 6, 3, 2, 0, 0] with error 0.2369
MLE tableau: [27.59103358 27.51224182 27.48997031 27.44535684 27.411243   13.63418137
 13.63199607 13.6299901  13.62273589 13.55612091 13.55560373 13.50835084
 13.49652916 13.47253812 13.46937839 13.45998021 13.4346892   0.07806046] with error 0.1197
EYD tableau: [50, 44, 36, 33, 27, 21, 16, 15, 13, 11, 11, 8, 5, 5, 3, 1, 1, 0] with error 0.2569
MLE tableau: [31.24535684 31.211243   31.19103358 31.11224182 31.08997031 11.22273589
 11.15612091 11.15560373 11.10835084 11.09652916 11.07806046 11.07253812
 11.06937839 11.05998021 11.0346892  11.03418137 11.03199607 11.0299901 ] with error 0.1732
EYD tableau: [47, 35, 34, 30, 27, 25, 21, 18, 17, 12, 10, 9, 6, 4, 2, 2, 1, 0] with error 0.218
MLE tableau: [19.25998021 19.24535684 19.23418137 19.23199607 19.22273589 19.211243
 19.19103358 19.15612091 19.15560373 19.11224182 19.10835084 19.09652916
 19.08997031 19.07253812 19.06937839  4.2346892   4.2299901   4.07806046] with error 0.1
EYD tableau: [45, 38, 35, 31, 26, 20, 20, 18, 15, 12, 10, 8, 7, 5, 5, 3, 1, 1] with error 0.2063
MLE tableau: [20.08997031 20.06937839 20.04535684 20.011243   19.99103358 19.91224182
 15.07253812 15.05998021 15.0346892  15.03418137 15.03199607 15.0299901
 15.02273589 14.95612091 14.95560373 14.90835084 14.89652916 14.87806046] with error 0.0937
EYD tableau: [43, 39, 32, 28, 24, 21, 20, 19, 16, 11, 11, 10, 8, 8, 7, 3, 0, 0] with error 0.1786
MLE tableau: [17.71224182 17.70835084 17.69652916 17.68997031 17.67253812 17.66937839
 17.65998021 17.64535684 17.6346892  17.63418137 17.63199607 17.6299901
